sentence,sentence_clean,gold_label,label_id
good photo ma dekako sabai xa tihkai xa,good photo ma dekako sabai xa tihkai xa,positive,1
Gazzab kaam chalira chha .,gazzab kaam chalira chha,positive,1
ekdam mitho ramro pareko chha,ekdam mitho ramro pareko chha,positive,1
dherai ramro xa,dherai ramro xa,positive,1
good but not satisfied.map herna lai mattrai rammro xa vedio banauda dherai halxa,good but not satisfied map herna lai mattrai rammro xa vedio banauda dherai halxa,neutral,2
As expected. Tysm 😊,as expected tysm,positive,1
Damage paryo batti nai baldaina tw,damage paryo batti nai baldaina tw,negative,0
Dami xa kta ho kinda hunxa😚🔥,dami xa kta ho kind of hunxa,positive,1
Daami raixa sabai kura raixa,daami raixa sabai kura raixa,positive,1
I love this product bt 4 ota ko thauma 3 ota matrai aayo kin euta chai pathauna  vuleko jasto xa 😔,i love this product bt ota ko thauma ota matrai aayo kin euta chai pathauna vuleko jasto xa,positive,1
Herda ramro lageko thoyo but sab bhuwa jiu ma tasine raixa. 😕,herda ramro lageko thoyo but sab bhuwa jiu ma tasine raixa,negative,0
Hawa,hawa,negative,0
"call garda sound ramro sunindaina, microphone le ramro kaam gardain. songs sunna matrai kaam lagchha.?",call garda sound ramro sunindaina microphone le ramro kaam gardain songs sunna matrai kaam lagchha,negative,0
ekdam ramro chha hajur le Pani dhukka Saath kinda hunxa,ekdam ramro chha hajur le pani dhukka saath kind of hunxa,positive,1
dami dami ekdam ramro lagyo♥️,dami dami ekdam ramro lagyo,positive,1
hello namaste .\nmaele newborn ko shoes order gareko ulto parexa  return garnu paryo,hello namaste nmaele newborn ko shoes order gareko ulto parexa return garnu paryo,negative,0
ekdamai ramro lagyo... quality pani ramro xa .. loved it,ekdamai ramro lagyo quality pani ramro xa loved it,positive,1
ekdamai ramro lagyo... quality pani ramro xa .. loved it,ekdamai ramro lagyo quality pani ramro xa loved it,positive,1
dherai ramro lagyo. maile aru dherai use gare tara yo babbal lagyo,dherai ramro lagyo maile aru dherai use gare tara yo babbal lagyo,positive,1
Charger fult parekox ।,charger fult parekox,negative,0
Goldstar shoes never dissapoints me. Fits perfectly.,goldstar shoes never dissapoints me fits perfectly,positive,1
Goldstar shoes never dissapoints me. Fits perfectly.,goldstar shoes never dissapoints me fits perfectly,positive,1
dherai ramro xa kapda...lengh Ali kam xa so thulo height ko girls lai Ali na milna skxa,dherai ramro xa kapda lengh ali kam xa so thulo height ko girls lai ali na milna skxa,positive,1
ekdam thulo vayo. quality ramro dekhinxa.,ekdam thulo vayo quality ramro dekhinxa,positive,1
aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina  ani c\nchado purai part haru baira niskiNa thalo,aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina ani c nchado purai part haru baira niskina thalo,negative,0
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina  ani c\nchado purai part haru baira niskiNa thalo,aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina ani c nchado purai part haru baira niskina thalo,negative,0
damaged raixa repement garnu paryohh \n\nline nai aayanaa \n9843557301,damaged raixa repement garnu paryohh n nline nai aayanaa n,negative,0
dagg lako fohor kina pathako ?Ali ramro pathauna garo hunxa ho? ki ramro safa linu ko lagi badi paisa Dina Parni ho chya k pathako?,dagg lako fohor kina pathako ali ramro pathauna garo hunxa ho ki ramro safa linu ko lagi badi paisa dina parni ho chya k pathako,negative,0
Impressed,impressed,positive,1
ekdamai ramro 🥰,ekdamai ramro,positive,1
ekdam ramro...,ekdam ramro,positive,1
aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina  ani c\nchado purai part haru baira niskiNa thalo,aru ta ramro lagyo tara fita hai poto ma daykhaya jaso xaina ani c nchado purai part haru baira niskina thalo,negative,0
Awesome Product❤️\nahile Aayeko bela check gareko thikai chalyo Agari heram kasto rahixa\nalik dhila deliver vayo tara thikai x election ko karan le dhila vako hola\nthank you so much Seller ji\nand Daraj ji. 🤣🤣🤣🤣,awesome product nahile aayeko bela check gareko thikai chalyo agari heram kasto rahixa nalik dhila deliver vayo tara thikai x election ko karan le dhila vako hola nthank you so much seller ji nand daraj ji,positive,1
dami xa aaile samma 1 months vayo use garako,dami xa aaile samma months vayo use garako,positive,1
ekdam mitho ramro pareko chha,ekdam mitho ramro pareko chha,positive,1
Daami xa price anusar,daami xa price anusar,positive,1
2/4din use garera review garaula hai,din use garera review garaula hai,neutral,2
dammi lagyo .,dammi lagyo,positive,1
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",an okay pasal ma leko vaya ramrai quality authyo purano thotro stock vidayara swastha sanga khelbad garne online lai kada karbahi garnai parxa hamile ya yo daraaz ko consumer group le vayana yasto,negative,0
Gooodddd,gooodddd,positive,1
gift diyako khusi vyo,gift diyako khusi vyo,positive,1
Herda ramro lageko thoyo but sab bhuwa jiu ma tasine raixa. 😕,herda ramro lageko thoyo but sab bhuwa jiu ma tasine raixa,negative,0
earphone baliyo xaina. futne ra chhtney bhaihaalxa,earphone baliyo xaina futne ra chhtney bhaihaalxa,negative,0
Haat chatney swaad xaa ...\n\nvery good ...,haat chatney swaad xaa n nvery good,positive,1
120 kg lai hunna dai lai gift dinu paro 😂😂😂,kg lai hunna dai lai gift dinu paro,neutral,2
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
Halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo.bt Nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo bt nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,positive,1
Halka damaged raixa but overall ramro lageyo,halka damaged raixa but overall ramro lageyo,neutral,2
"be careful guys,... duplicate product paryo hai mero ta....fokat 6000 chuna lounu khoje ra chan....tapai haru na jhukinus..",be careful guys duplicate product paryo hai mero ta fokat chuna lounu khoje ra chan tapai haru na jhukinus,negative,0
Book thik xa😀,book thik xa,positive,1
5001000 ko note nai naaatdo raix ta \nLina matrai vayo,ko note nai naaatdo raix ta nlina matrai vayo,negative,0
I loved it\ntq daraz,i loved it ntq daraz,positive,1
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
Belt केा चैाडाई ajai alike lamo vhako vhya jhan ramro hunthyo.,belt ajai alike lamo vhako vhya jhan ramro hunthyo,negative,0
I love It 💞 derai ramro lagyo \nJay Shree Bholebaba,i love it derai ramro lagyo njay shree bholebaba,positive,1
ekdam ramro chha hajur le Pani dhukka Saath kinda hunxa,ekdam ramro chha hajur le pani dhukka saath kind of hunxa,positive,1
Ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,positive,1
Aakdam ramro xa 🫣,aakdam ramro xa,positive,1
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,budget anusar mic chahi best xa hai nsound quality best lagyo,positive,1
audio ic aipugyo aba kam kasto garxa check garna baki xa,audio ic aipugyo aba kam kasto garxa check garna baki xa,neutral,2
ekdum daami 🔥,ekdum daami,positive,1
earphone baliyo xaina. futne ra chhtney bhaihaalxa,earphone baliyo xaina futne ra chhtney bhaihaalxa,negative,0
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
chaldaina kharab xa,chaldaina kharab xa,negative,0
daami xa,daami xa,positive,1
Derai Ramro,derai ramro,positive,1
gajab,gajab,positive,1
Ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,ekdam ghatiya xa max ko vanera tyo vanda thulo pathayo tae pani nikalna napaudae crack vaisakyo scam,negative,0
HDMI kaam garena USB matra kaam garcha pot haru ne tight Cha,hdmi kaam garena usb matra kaam garcha pot haru ne tight cha,negative,0
2 litre ko bhanera order gareko.. auda 1.8litre ko matra aayo,litre ko bhanera order gareko auda litre ko matra aayo,negative,0
ekdam ramro xa thank you ❤️,ekdam ramro xa thank you,positive,1
Impressed,impressed,positive,1
hoiyaaa,hoiyaaa,neutral,2
"Ekdam ramro lagiyo, thanks",ekdam ramro lagiyo thanks,positive,1
good. sabbai thik xa. As expected.,good sabbai thik xa as expected,positive,1
akdam ramro xa,akdam ramro xa,positive,1
good products ☺️\nthanks,good products nthanks,positive,1
Charge Dherai tikdina Aru sabai thik xa❤️,charge dherai tikdina aru sabai thik xa,neutral,2
gum ramro zaina baki ta jsto hunu parne tyestai xa,gum ramro zaina baki ta jsto hunu parne tyestai xa,negative,0
As expected. Tysm 😊,as expected tysm,positive,1
1 year paxi bigryo,year paxi bigryo,negative,0
Bluetooth 5.1 use garxa tara ali ali glitch xa,bluetooth use garxa tara ali ali glitch xa,negative,0
Charge chai ekxin pani tikdaina .. charger jodera mtra kaam lagxa,charge chai ekxin pani tikdaina charger jodera mtra kaam lagxa,negative,0
ali kati purano jasto dekheyxa but perfectly work \nprice anusar chai thikai xa,ali kati purano jasto dekheyxa but perfectly work nprice anusar chai thikai xa,positive,1
Euta saman dekhayera arko saman pathaune,euta saman dekhayera arko saman pathaune,negative,0
dami lagyo ekdam thik xa ☺️,dami lagyo ekdam thik xa,positive,1
Dami xa kta ho kinda hunxa😚🔥,dami xa kta ho kind of hunxa,positive,1
gr,gr,positive,1
ali kati purano jasto dekheyxa but perfectly work \nprice anusar chai thikai xa,ali kati purano jasto dekheyxa but perfectly work nprice anusar chai thikai xa,positive,1
dami,dami,positive,1
Dherai ramro lagyo duitai light❤️,dherai ramro lagyo duitai light,positive,1
Baal daami xa yo product...dhukka vayera order Garda hunxa,baal daami xa yo product dhukka vayera order garda hunxa,positive,1
avg,average,positive,1
dherai ramro xa,dherai ramro xa,positive,1
bag ramro lagyo 👌 pic ma dekhako jastai xa,bag ramro lagyo pic ma dekhako jastai xa,positive,1
Dhanyabaad.... pic ma dekhako  jastai samaan  pathaidinu vayo saman ramro lago ....,dhanyabaad pic ma dekhako jastai samaan pathaidinu vayo saman ramro lago,positive,1
alik sadaie stable banauna tight garna parcha .natra atu accetable,alik sadaie stable banauna tight garna parcha natra atu accetable,neutral,2
dami xa,dami xa,positive,1
akdam ramro xa,akdam ramro xa,positive,1
dami xa order garda hunxa♥️,dami xa order garda hunxa,positive,1
ekdamai ramro cha best quality xa. tara ringlight  socheko jati thulo xaina sano xa\n ani stand pani 7 fit samma gayena.tara pani thikai xa aaba dekhi yesto nahos🫴♥️,ekdamai ramro cha best quality xa tara ringlight socheko jati thulo xaina sano xa n ani stand pani fit samma gayena tara pani thikai xa aaba dekhi yesto nahos,positive,1
I love It 💞 derai ramro lagyo \nJay Shree Bholebaba,i love it derai ramro lagyo njay shree bholebaba,positive,1
12 din mai colour ukeyara gyo,din mai colour ukeyara gyo,negative,0
duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,duita oder garya euta thulo euto alik sano aayeaxa rani thikai chha,positive,1
Bluetooth 5.1 use garxa tara ali ali glitch xa,bluetooth use garxa tara ali ali glitch xa,negative,0
dammi lagyo,dammi lagyo,positive,1
Ekdam dami🔥🔥🔥🔥🤑,ekdam dami,positive,1
2 ta mqtrai deara zhan 2 ta maga ko 5x2 dincha bhanera saaf thagi. (it literally states 5 layers 6 pcs ) ang gives you 2 pcs. so sad Daraz,ta mqtrai deara zhan ta maga ko x dincha bhanera saaf thagi it literally states layers pcs ang gives you pcs so sad daraz,negative,0
ekdamai ramro xa 😍,ekdamai ramro xa,positive,1
70cm ko diyo quality ramrai xa,cm ko diyo quality ramrai xa,positive,1
Ekdamai ramro product xa🥰🥰❤️,ekdamai ramro product xa,positive,1
Bag ramro xa,bag ramro xa,positive,1
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
"Dukhha Vayera kinda hunxa. Yo range ma yetiko ramro yakdam thick ho. Baliyo ni xah , height anusar adjustable pani xah ramro xah❤️",dukhha vayera kind of hunxa yo range ma yetiko ramro yakdam thick ho baliyo ni xah height anusar adjustable pani xah ramro xah,positive,1
"amazing products😊\nThanks,👌",amazing products nthanks,positive,1
cruchy wala magako creamy wala pathayexa,cruchy wala magako creamy wala pathayexa,negative,0
Ekdum man paryo feri magauxu,ekdum man paryo feri magauxu,positive,1
Daaami,daaami,positive,1
Dami xa saman j hos socheko jatikoma,dami xa saman j hos socheko jatikoma,positive,1
45 cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,negative,0
"dherai nai ramro, mulayam chha jinis. malai chai man paryo",dherai nai ramro mulayam chha jinis malai chai man paryo,positive,1
Chaha tha kya paya hai kya vane jasto vayo yo ta .. \nali sarai sano vayo. Bowl size ko ta hola vanni socheko the aba k garnu thikai xa rakhidinxu,chaha tha kya paya hai kya vane jasto vayo yo ta nali sarai sano vayo bowl size ko ta hola vanni socheko the aba k garnu thikai xa rakhidinxu,negative,0
glue Ali ramro vayena ani tyo tar jodni ulto kun ho sulto kun ho vanerw dekhauna Pani important xa mero 1 ta yetikai waste gayo tei tha na vayera Maya lera aako najikai KO pasal batw ani glue Pani ramrobanaunu matra product ramro xa,glue ali ramro vayena ani tyo tar jodni ulto kun ho sulto kun ho vanerw dekhauna pani important xa mero ta yetikai waste gayo tei tha na vayera maya lera aako najikai ko pasal batw ani glue pani ramrobanaunu matra product ramro xa,negative,0
defected,defected,negative,0
ali kati purano jasto dekheyxa but perfectly work \nprice anusar chai thikai xa,ali kati purano jasto dekheyxa but perfectly work nprice anusar chai thikai xa,positive,1
alikati majjale stretch bhayera nabasni raixa ani waterproof bhayera hola raincoat lite feel hunxa,alikati majjale stretch bhayera nabasni raixa ani waterproof bhayera hola raincoat lite feel hunxa,neutral,2
dherai ramro xa,dherai ramro xa,positive,1
"dammi dekhiyeko xa, quality Pani ramroo xa,brush soap haru thyakkai milaera rakhne Milne,,,sabailelinda hunxa",dammi dekhiyeko xa quality pani ramroo xa brush soap haru thyakkai milaera rakhne milne sabailelinda hunxa,positive,1
"Ekdam ramro lagiyo, thanks",ekdam ramro lagiyo thanks,positive,1
battery chai lastai chado sakido raixa. kam ta garxa.,battery chai lastai chado sakido raixa kam ta garxa,negative,0
Dami….👍👍👍,dami,positive,1
good as expected thankyou daraz,good as expected thankyou daraz,positive,1
2xl leko. thulo vayo. XL size sanga exchange garna milxa?,xl leko thulo vayo xl size sanga exchange garna milxa,negative,0
"glue lako, chutina lako piece raixa duitai😑😑",glue lako chutina lako piece raixa duitai,negative,0
Foto chha Megaslim..Saman aayo Meghaslim...Lets see quality kasto chha,foto chha megaslim saman aayo meghaslim let us see quality kasto chha,positive,1
gr,gr,positive,1
Awesome Product❤️\nahile Aayeko bela check gareko thikai chalyo Agari heram kasto rahixa\nalik dhila deliver vayo tara thikai x election ko karan le dhila vako hola\nthank you so much Seller ji\nand Daraj ji. 🤣🤣🤣🤣,awesome product nahile aayeko bela check gareko thikai chalyo agari heram kasto rahixa nalik dhila deliver vayo tara thikai x election ko karan le dhila vako hola nthank you so much seller ji nand daraj ji,positive,1
